"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"The POWER of live streaming as a #RealEstate #entrepreneur. #SocialMedia #realtor https://t.co/yLg0Qbc9QH #success #realestate",FALSE,8,NA,2017-08-31 23:59:46,FALSE,NA,"903406993045676032",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","TheOperaCEO",1,FALSE,FALSE,NA,NA,"Orlando, FL","en","http://pbs.twimg.com/profile_images/901893016490795009/UkHDHhbe_normal.jpg"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/Uu7r4p0RCE",FALSE,1,NA,2017-08-31 23:59:26,FALSE,NA,"903406910711455745",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","InnovArch",1,FALSE,FALSE,NA,NA,"Boston, MA","en","http://pbs.twimg.com/profile_images/820810920674721793/lINp6_1k_normal.jpg"
"Maybe https://t.co/hc2B165Shg",FALSE,0,NA,2017-08-31 23:57:48,FALSE,NA,"903406499350884356",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JWGreen_",0,FALSE,FALSE,NA,NA,"District of Columbia, USA","en","http://pbs.twimg.com/profile_images/614432706752040960/4PcoRj9O_normal.jpg"
"Check out this 3bd 4.0ba 4934 sqft home at 82236 Hillview Dr that I found on #Zillow https://t.co/MxO6lj7erX",FALSE,0,NA,2017-08-31 23:57:22,FALSE,NA,"903406391032922113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SherriSmithHome",0,FALSE,FALSE,NA,NA,"Eugene, Oregon","en","http://pbs.twimg.com/profile_images/718511584658661376/JGWXWVxw_normal.jpg"
"Baby  . . . It's to late!
With in (5) days  we received (4) exceptional offers.  Needless to say NO Professional... https://t.co/DriVRysko4",FALSE,0,NA,2017-08-31 23:56:26,FALSE,NA,"903406154692354049",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LISARAIMONDO",0,FALSE,FALSE,NA,NA,"Ocean, NJ USA","en","http://pbs.twimg.com/profile_images/633754223994232833/h26YC2XX_normal.jpg"
"Would you ever buy a home sight unseen? Here’s what one long-distance home buyer learned: https://t.co/fKffz8vwiT https://t.co/DVynJYjFm6",FALSE,6,NA,2017-08-31 23:56:03,FALSE,NA,"903406057124495360",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","zillow",4,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/732338824936751104/vJX0_tQy_normal.jpg"
"Monday Morning Cup of Coffee: US News including Zillow claims Zestimates now more accurate than ever https://t.co/cTa8jMDIrp #yycre #yychome",FALSE,0,NA,2017-08-31 23:54:01,FALSE,NA,"903405545473835008",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","realoffice360",0,FALSE,FALSE,NA,NA,"Calgary, Alberta","en","http://pbs.twimg.com/profile_images/872896797538004992/z1xRoQbb_normal.jpg"
"Baby  . . . It's to late!
With in (5) days  we received (4) exceptional offers.  Needless to say NO Professional... https://t.co/wojVApJMXA",FALSE,1,NA,2017-08-31 23:53:31,FALSE,NA,"903405422379487232",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LISARAIMONDO",0,FALSE,FALSE,NA,NA,"Ocean, NJ USA","en","http://pbs.twimg.com/profile_images/633754223994232833/h26YC2XX_normal.jpg"
"3 Reasons Painting Your Wood Floors Is Not as Crazy as You Think https://t.co/TXu8JevfCt",FALSE,0,NA,2017-08-31 23:50:26,FALSE,NA,"903404647100149761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrudentialGARE",0,FALSE,FALSE,NA,NA,"Metro Atlanta","en","http://pbs.twimg.com/profile_images/378800000767810869/f560f11e04699b4c80746609d24b4118_normal.jpeg"
"I spent a lot of my day looking at expensive homes on zillow.",FALSE,2,NA,2017-08-31 23:48:40,FALSE,NA,"903404199269900288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CraigLodes",0,FALSE,FALSE,NA,NA,"Santa Maria, CA","en","http://pbs.twimg.com/profile_images/888978072782983168/UCTeqItH_normal.jpg"
"We are looking for a Senior Technical Recruiter at Zillow Group. If interested contact me and fil...
https://t.co/HoCiao1X1e #job",FALSE,0,NA,2017-08-31 23:46:10,FALSE,NA,"903403572292923392",NA,"<a href=""http://jobvite.com"" rel=""nofollow"">Jobvite</a>","BrienMaloney",0,FALSE,FALSE,NA,NA,"San Francisco","en","http://pbs.twimg.com/profile_images/847503844510543873/29po6vd6_normal.jpg"
"@rackerz_ Get the zillow app!",FALSE,2,"rackerz_",2017-08-31 23:43:31,FALSE,"903389244219064320","903402906048540672","1917875300","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachael_maelia",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/902164186850922496/DPDni4ft_normal.jpg"
"<ed><U+00A0><U+00BC><ed><U+00BF><U+00A1>Just Listed for Sale https://t.co/gViaTON8dd",FALSE,0,NA,2017-08-31 23:42:35,FALSE,NA,"903402668340719616",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","RealtorCinda",0,FALSE,FALSE,NA,NA,"Morgan County, Ohio","en","http://pbs.twimg.com/profile_images/584187882690215936/kidtJRRV_normal.jpg"
"This elevated Shore Acres home is ready &amp; waiting for a new owner to enjoy it's open floor plan &amp; updates. https://t.co/cwkUp48O9K",FALSE,0,NA,2017-08-31 23:40:09,FALSE,NA,"903402055594889216",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ChrisHounchell",0,FALSE,FALSE,NA,NA,"St Petersburg, FL. ","en","http://pbs.twimg.com/profile_images/378800000056476955/45e956afca4e51d62b9abf88b10cf9a0_normal.jpeg"
"Check out this great #Clearwater Listing! https://t.co/3zq7S44NUN",FALSE,0,NA,2017-08-31 23:37:03,FALSE,NA,"903401279053070341",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","OJMortgageCo",0,FALSE,FALSE,NA,NA,"Clearwater, FL","en","http://pbs.twimg.com/profile_images/566202562890584064/l_ABSlEY_normal.jpeg"
"29379 Milford Ct, Menifee, CA 92584 | MLS #SW17201464 | Zillow https://t.co/VbefPd47xC",FALSE,1,NA,2017-08-31 23:35:19,FALSE,NA,"903400840244772865",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JamieMSorenson",0,FALSE,FALSE,NA,NA,"California, USA","en","http://pbs.twimg.com/profile_images/855614700347826176/3rn1Y1av_normal.jpg"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/ewThFiB4rc #Tech #Technology https://t.co/i8ipVezI8o",FALSE,1,NA,2017-08-31 23:31:06,FALSE,NA,"903399780184969216",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","kurthamm",1,FALSE,FALSE,NA,NA,"Columbia, SC","en","http://pbs.twimg.com/profile_images/673538515271966720/odT2rLT9_normal.jpg"
"@KelseyBethany Idk how much you're looking to spend a month, but there's a lot of places on https://t.co/Ij9diGReHo… https://t.co/DZPiPc3gTv",FALSE,0,"KelseyBethany",2017-08-31 23:30:42,TRUE,"903386936123035648","903399679387369477","348574521","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xSelena_Mariexx",0,FALSE,FALSE,NA,NA,"Moosup, CT. ","en","http://pbs.twimg.com/profile_images/889528638642827264/fafi-xjq_normal.jpg"
"For just $13.995 million, you can add your name to a list of residents that also includes Frank Sinatra, Mia... https://t.co/ZQp6JiJpfY",FALSE,0,NA,2017-08-31 23:30:04,FALSE,NA,"903399519072780290",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","mikeconroyvt",0,FALSE,FALSE,NA,NA,"Burlington, VT","en","http://pbs.twimg.com/profile_images/421350290227343360/-FmV63mM_normal.jpeg"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",FALSE,0,NA,2017-08-31 23:23:51,FALSE,NA,"903397955498938368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Homelyau",12,TRUE,FALSE,NA,NA,"Australia","en","http://pbs.twimg.com/profile_images/644022850471358465/n4RFrTIn_normal.png"
"Cake and my Zillow app <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2017-08-31 23:17:29,FALSE,NA,"903396351941148673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MK_PinkHeartd",0,FALSE,FALSE,NA,NA,"ÜT: 39.1387233,-76.8053809","en","http://pbs.twimg.com/profile_images/899452286086377472/dQwhHH6p_normal.jpg"
"@moeshamitchel look at what they're charging to live on bruckner. BRUCKNER I'm stressed 
https://t.co/8fp8z3LMOm",FALSE,0,"moeshamitchel",2017-08-31 23:12:39,FALSE,"903393623152091137","903395136914296832","30819776","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melanaire_",0,FALSE,FALSE,NA,NA,"<ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> x MIA x BX","en","http://pbs.twimg.com/profile_images/893690154480795648/5DVgAaF6_normal.jpg"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' by Tim Cushing via Techdirt. https://t.co/HzID1c8bmQ",FALSE,0,NA,2017-08-31 23:03:52,FALSE,NA,"903392927178780672",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","HAAL",0,FALSE,FALSE,NA,NA,"Cleveland, OH","en","http://pbs.twimg.com/profile_images/2440005042/1x037znt289o13lagjj2_normal.jpeg"
"31011 Warder St, San Antonio, FL 33576 | MLS #T2895935 | Zillow #pleaseretweet https://t.co/4r4SImrTdg",FALSE,0,NA,2017-08-31 23:02:56,FALSE,NA,"903392691656036352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jendesmarais78",0,FALSE,FALSE,NA,NA,"San Antonio, FL","en","http://pbs.twimg.com/profile_images/749788714788945920/IlwhZj7P_normal.jpg"
"Wow, check out this 1st floor condo that is close to Fort Myers Beach, Sanibel &amp; Captiva! https://t.co/GrxunJCpTp",FALSE,0,NA,2017-08-31 23:02:08,FALSE,NA,"903392490031632384",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Bonniesellsswfl",0,FALSE,FALSE,NA,NA,"Cape Coral, FL","en","http://pbs.twimg.com/profile_images/472089487162351616/GAyFX6KI_normal.jpeg"
"3 Reasons Painting Your Wood Floors Is Not as Crazy as You Think. https://t.co/Ta96lY7FFq https://t.co/YlyK9MJfGT",FALSE,0,NA,2017-08-31 23:01:41,FALSE,NA,"903392375007006720",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TheKinkTeam",0,FALSE,FALSE,NA,NA,"The Woodlands Texas","en","http://pbs.twimg.com/profile_images/1079272619/Kink_globe_with_shadow_normal.jpg"
"Zillow closing above the 200d today, at long term support. https://t.co/vNRDO6azfC",FALSE,3,NA,2017-08-31 23:01:22,FALSE,NA,"903392295092862977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjekm5",0,FALSE,FALSE,NA,NA,"Tustin, CA","en","http://pbs.twimg.com/profile_images/848549609618104320/xzdKuJWp_normal.jpg"
"IN THE MEDIA: Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/4zC8Tpuc4J",FALSE,0,NA,2017-08-31 23:00:32,FALSE,NA,"903392089391673344",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","anette_beebe",0,FALSE,FALSE,NA,NA,"Arizona, USA","en","http://pbs.twimg.com/profile_images/837137684862640129/xSvg_U88_normal.jpg"
"Downsizing? That’s so 2016. New data shows more homeowners -- especially millennials -- want to live large: https://t.co/wEur7r3Rav",FALSE,0,NA,2017-08-31 23:00:32,FALSE,NA,"903392088066187264",NA,"<a href=""http://hearsaysocial.com"" rel=""nofollow"">Hearsay Social</a>","GhassanKanafani",0,FALSE,FALSE,NA,NA,"Denver CO","en","http://pbs.twimg.com/profile_images/3275178636/46c8fa6c2bb3bdcbfc583a9a0a4d9a7e_normal.jpeg"
"From theft to wind, home insurance covers you in the event of the unexpected. To learn about the most common... https://t.co/Cx2Q0sOEYo",FALSE,0,NA,2017-08-31 23:00:03,FALSE,NA,"903391965840105472",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MagruderAgency",0,FALSE,FALSE,NA,NA,"655 W Lumsden Rd Brandon, FL ","en","http://pbs.twimg.com/profile_images/419916654676410368/GIqGUo-9_normal.jpeg"
"Check out these must #follow for #realestate on #snapchat https://t.co/8rFmp2aSCe #ghostcodes https://t.co/6SjuGM8mq9",FALSE,1,NA,2017-08-31 22:59:22,FALSE,NA,"903391792829259777",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","SJFriscia",0,FALSE,FALSE,NA,NA,"San Diego, California","en","http://pbs.twimg.com/profile_images/838873569480224768/2-hnGrRv_normal.jpg"
"RT @kenzer_26: Made the mistake of switching from the ""rent"" option to ""buy"" option on zillow and now I think I need to buy a house <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2640><U+FE0F>",FALSE,0,NA,2017-08-31 22:58:08,FALSE,NA,"903391483952332802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","N8Caves",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/902657479066226690/JeCHfiaA_normal.jpg"
"Call Jim Naulty (916)337-4969
For a private showing
https://t.co/iCOXecwelN",FALSE,0,NA,2017-08-31 22:58:01,FALSE,NA,"903391456114737152",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","NewpointRealty",0,FALSE,FALSE,NA,NA,"Folsom, CA","en","http://pbs.twimg.com/profile_images/811781172749475840/HZuZYZfc_normal.jpg"
"So haunted, they had to stop construction. That staircase, tho. https://t.co/kaOUPooOhW",FALSE,0,NA,2017-08-31 22:54:44,FALSE,NA,"903390625898176512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","awkwardlysocial",0,FALSE,FALSE,NA,NA,"Los Angeles","en","http://pbs.twimg.com/profile_images/828814779137486854/tcVzwkdf_normal.jpg"
"Danville IL Real Estate https://t.co/GdcHP6jxhy",FALSE,0,NA,2017-08-31 22:52:24,FALSE,NA,"903390042516807680",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","barbfeller",0,FALSE,FALSE,NA,NA,"Danville","en","http://pbs.twimg.com/profile_images/494491601700257792/RJQH96ZN_normal.png"
"i'm addicted to zillow",FALSE,1,NA,2017-08-31 22:51:27,FALSE,NA,"903389799440154625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FoEyed",0,FALSE,FALSE,NA,NA,"In Somebodies Rap Song .","en","http://pbs.twimg.com/profile_images/896458815729750018/3OY4aw5P_normal.jpg"
"Squeeze every last bit of storage space out of your dwelling, no matter its size. https://t.co/EO2TixET49",FALSE,0,NA,2017-08-31 22:49:05,FALSE,NA,"903389205421727744",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KWAtTheLakes",0,FALSE,FALSE,NA,NA,"Celebration, FL","en","http://pbs.twimg.com/profile_images/3431208834/abb9dbd9f7bfbe99eb423c1905cc8bd2_normal.jpeg"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/th94SvSMsl",FALSE,0,NA,2017-08-31 22:48:26,FALSE,NA,"903389042435293184",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Sir_Max",0,FALSE,FALSE,NA,NA,"California","en","http://pbs.twimg.com/profile_images/415267233099563008/tipdP82x_normal.jpeg"
"See what I found on @Zillow! https://t.co/xqiaGoiOaK coming soon folks! https://t.co/l523fna5l7",FALSE,0,NA,2017-08-31 22:47:13,FALSE,NA,"903388735496171521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sheydecker",0,FALSE,FALSE,NA,NA,"Massachusetts","en","http://pbs.twimg.com/profile_images/1330161713/Shauna_Profile_Pic_normal.jpg"
"Fairfax, VA | Zillowf https://t.co/J2MyYDNm0b",FALSE,0,NA,2017-08-31 22:46:36,FALSE,NA,"903388581632335872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeBeDakotaB",0,FALSE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/3706455971/fba060759870597a519b33c63d6f53da_normal.jpeg"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/qVJuwbzWSE",FALSE,0,NA,2017-08-31 22:45:54,FALSE,NA,"903388406763401216",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ACMSIGCAS",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/446458434754330624/Jt3mMp_h_normal.png"
"Upsizing on the Upswing: The Big Decision More Homeowners Are Making https://t.co/T1GTDf6sdt https://t.co/ZQNvtodnjq",FALSE,0,NA,2017-08-31 22:45:10,FALSE,NA,"903388221748457473",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AmandaRealtorCB",0,FALSE,FALSE,NA,NA,"Cedar Rapids, IA","en","http://pbs.twimg.com/profile_images/775283159701135360/y4-eCRDe_normal.jpg"
"RT @techdirt: Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/yZkBS4n4UH",FALSE,0,NA,2017-08-31 22:44:51,FALSE,NA,"903388140169175040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PokerDame",3,TRUE,FALSE,NA,NA,"Phoenix AZ USA","en","http://pbs.twimg.com/profile_images/891589055384649729/Lc3nE-Bv_normal.jpg"
"RT @techdirt: Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/yZkBS4n4UH",FALSE,0,NA,2017-08-31 22:44:28,FALSE,NA,"903388043947589632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shadesmaclean",3,TRUE,FALSE,NA,NA,"Los Angeles","en","http://pbs.twimg.com/profile_images/2368079046/bg3lv6qfgt58war9vcf3_normal.gif"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates': Earlier this year… https://t.co/Xfj5A5zumy",FALSE,0,NA,2017-08-31 22:43:10,FALSE,NA,"903387716196466691",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Feedjunkie",0,FALSE,FALSE,NA,NA,"World","en","http://pbs.twimg.com/profile_images/1860624684/Feeds_normal.png"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",FALSE,0,NA,2017-08-31 22:42:02,FALSE,NA,"903387432808321029",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cometyang",21,TRUE,FALSE,NA,NA,"United States","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"Investor alleges Zillow lied about co-marketing program https://t.co/niRV14YBVY",FALSE,1,NA,2017-08-31 22:38:36,FALSE,NA,"903386566344749061",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marxsterbcow",0,FALSE,FALSE,NA,NA,"New Orleans, Louisiana","en","http://pbs.twimg.com/profile_images/824687318195769344/z1xgkUGn_normal.jpg"
"Made the mistake of switching from the ""rent"" option to ""buy"" option on zillow and now I think I need to buy a house <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2640><U+FE0F>",FALSE,5,NA,2017-08-31 22:38:35,FALSE,NA,"903386564188934145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenzer_26",1,FALSE,FALSE,NA,NA,"Iowa","en","http://pbs.twimg.com/profile_images/897323616114806784/O5z8ALsI_normal.jpg"
"I looked up my parents' property on Zillow today and their house is over $1M. #richparents <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BC><ed><U+00BF><U+00A1>",FALSE,0,NA,2017-08-31 22:37:36,FALSE,NA,"903386316884160512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joekami5",0,FALSE,FALSE,NA,NA,"Garden Grove, CA","en","http://pbs.twimg.com/profile_images/537621527127007235/kppZ9MvT_normal.jpeg"
"Check out this 4bd 3.0ba 2464 sqft home at 3300 Bridge Rd that I found on #Zillow https://t.co/QqTLgoPnFb!",FALSE,0,NA,2017-08-31 22:37:33,FALSE,NA,"903386302707585026",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lorraineangelil",0,FALSE,FALSE,NA,NA,"Broward County Florida","en","http://pbs.twimg.com/profile_images/64727925/Picture_normal.jpg"
"Check out this 4bd 3.0ba 2464 sqft home at 3300 Bridge Rd that I found on #Zillow https://t.co/MU3iQKyXIc",FALSE,0,NA,2017-08-31 22:37:17,FALSE,NA,"903386236441780224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lorraineangelil",0,FALSE,FALSE,NA,NA,"Broward County Florida","en","http://pbs.twimg.com/profile_images/64727925/Picture_normal.jpg"
"RT @KerryCarterC21: 'Full House' Creator Buys (and Plans Slumber Party at) Home From Series https://t.co/5NVwlSa9KZ",FALSE,0,NA,2017-08-31 22:36:59,FALSE,NA,"903386159253946368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oSv8kbNMK9LtXZI",11,TRUE,FALSE,NA,NA,"","ru","http://pbs.twimg.com/profile_images/873466015467831296/NDOpAR9A_normal.jpg"
"@techdirt 'Zestimates' aren't the only thing Zillow is inaccurate with - They get the zip codes of properties wrong as well.",FALSE,0,"techdirt",2017-08-31 22:36:43,FALSE,"903385521149370373","903386091952197633","11382292","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Panty_Buns",0,FALSE,FALSE,NA,NA,"Long Island, NY","en","http://pbs.twimg.com/profile_images/1535205206/PICT0015_normal.JPG"
"RT @JennDotSmith: Worth a note: this is for #Boston metro (includes Cambridge and Quincy), so it's actually higher in Boston proper if you…",FALSE,0,NA,2017-08-31 22:36:20,FALSE,NA,"903385998075330560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WelcomeToDot",1,TRUE,FALSE,NA,NA,"Dorchester, MA","en","http://pbs.twimg.com/profile_images/378800000120602789/db9d8cf4a009cfbcd1b8ba5bbb6ed640_normal.jpeg"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/8mFwMXKfSJ #djlnr https://t.co/DuKVopiAqc",FALSE,0,NA,2017-08-31 22:36:13,FALSE,NA,"903385965825228804",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DJLNR",0,FALSE,FALSE,NA,NA,"England, United Kingdom","en","http://pbs.twimg.com/profile_images/627437968974872576/SIshWruB_normal.jpg"
"Investor alleges Zillow lied about co-marketing program https://t.co/vqKF8Lry4k",FALSE,0,NA,2017-08-31 22:36:03,FALSE,NA,"903385927623385088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealtyisArt",0,FALSE,FALSE,NA,NA,"Scottsdale, Arizona","en","http://pbs.twimg.com/profile_images/542195777196412928/Mq9_j27F_normal.jpeg"
"We just received our 76th review on Zillow and it was from a home seller in Wayland, Massachusetts.   Joanne... https://t.co/l7B2Rc4trx",FALSE,3,NA,2017-08-31 22:35:52,FALSE,NA,"903385878541848577",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TomJoanneTeam",1,FALSE,FALSE,NA,NA,"Concord, MA","en","http://pbs.twimg.com/profile_images/463355376109236225/6nmcXzxo_normal.jpeg"
"RT @techdirt: Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/yZkBS4n4UH",FALSE,0,NA,2017-08-31 22:34:50,FALSE,NA,"903385619832950784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","livebeef",3,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/885603183527153665/tBzSbgea_normal.jpg"
"Court Dumps Lawsuit Against Zillow Over Its Inaccurate 'Zestimates' https://t.co/yZkBS4n4UH",FALSE,0,NA,2017-08-31 22:34:26,FALSE,NA,"903385521149370373",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","techdirt",3,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/46559972/techdirt_logovertical_250x250_normal.png"
"RT @stephcd: sometimes i like to go on zillow and type in the keyword dumbwaiter",FALSE,0,NA,2017-08-31 22:34:25,FALSE,NA,"903385513448677376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrevautour",4,TRUE,FALSE,NA,NA,"toronto","en","http://pbs.twimg.com/profile_images/680098787143106561/2Hgv8-SX_normal.jpg"
"Zillow has about the same metro estimate for median listing price. Cambridge is <U+2B06><U+FE0F>, Quincy is <U+2B07><U+FE0F>, Boston is in the… https://t.co/30hhditjac",FALSE,1,"JennDotSmith",2017-08-31 22:33:34,TRUE,"903385162209267712","903385301867012098","491403743","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennDotSmith",0,FALSE,FALSE,NA,NA,"Boston","en","http://pbs.twimg.com/profile_images/880792948765581312/CVCed3r__normal.jpg"
"RT @Jonahkingchurch: My new hobby is looking at apartments I can't afford on Zillow",FALSE,0,NA,2017-08-31 22:33:22,FALSE,NA,"903385249673084929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raumunz",40,TRUE,FALSE,NA,NA,"Alajuela, Costa Rica","es","http://pbs.twimg.com/profile_images/810607377745645568/yotFN30d_normal.jpg"
".@zillow stock is on a rollercoaster. Here are 7 reasons why.... https://t.co/Tosw4vsOQs",FALSE,0,NA,2017-08-31 22:33:03,FALSE,NA,"903385169427615744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ebsolomont",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/472384077908037632/72kFg5Zk_normal.jpeg"
"Worth a note: this is for #Boston metro (includes Cambridge and Quincy), so it's actually higher in Boston proper i… https://t.co/yrxGofMxbU",FALSE,0,NA,2017-08-31 22:33:01,TRUE,NA,"903385162209267712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennDotSmith",1,FALSE,FALSE,NA,NA,"Boston","en","http://pbs.twimg.com/profile_images/880792948765581312/CVCed3r__normal.jpg"
